unique_id,order_id,purchase_date,sku,collection,category,quantity,currency,item_price,item_tax,shipping_price,shipping_tax,ship_country,sales_channel
12,304-2424741-7113123,2023-01-01T15:04:49+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
13,304-0626746-0722726,2023-01-01T15:30:27+00:00,luna-pouf-green,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
14,305-3134278-0175556,2023-01-01T15:33:15+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
15,306-8585940-5207532,2023-01-01T15:50:16+00:00,huesca-cift-kat,Huesca,Coffee table,1,EUR,"197,4","30,2","0,0","0,0",DE,Amazon.de
16,028-7961256-2299566,2023-01-01T16:16:57+00:00,mammo-sofa+bergere+ottoman-navy,Mammo set,Sofa,1,EUR,"899,0","143,5","0,0","0,0",DE,Amazon.de
17,302-0884433-9413163,2023-01-01T16:35:06+00:00,luna-pouf-red,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
18,302-9252266-0777108,2023-01-01T16:39:14+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
19,302-8912843-9614720,2023-01-01T16:57:48+00:00,gold-smooth-mirror,Premium mirrors,Mirror,1,EUR,"179,0","28,6","0,0","0,0",DE,Amazon.de
20,206-1969834-6691517,2023-01-01T17:29:11+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
21,304-5523370-3020301,2023-01-01T17:40:30+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
22,304-3251604-0549159,2023-01-01T17:54:05+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
23,305-2106961-1534719,2023-01-01T18:11:35+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
24,028-0363333-8222735,2023-01-01T19:13:57+00:00,oviedo-masa-80-a,Oviedo,Coffee table,1,EUR,"138,0","22,0","0,0","0,0",DE,Amazon.de
25,305-3382531-5433911,2023-01-01T19:13:42+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
26,305-8411136-5937103,2023-01-01T19:22:26+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
27,404-7214578-7608307,2023-01-01T19:25:39+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
28,171-2282683-3553930,2023-01-01T19:56:44+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
29,304-4776411-7161150,2023-01-01T19:57:09+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"60,4","10,1","7,3","1,2",AT,Amazon.de
30,171-8667134-4717921,2023-01-01T20:07:23+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
31,302-0831077-1517136,2023-01-01T20:11:32+00:00,oviedo-sehpa-combo,Oviedo,Coffee table,1,EUR,"139,0","22,2","0,0","0,0",DE,Amazon.de
32,305-5298165-6631543,2023-01-01T20:56:30+00:00,oviedo-sehpa-80-a,Oviedo,Coffee table,1,EUR,"129,0","20,6","0,0","0,0",DE,Amazon.de
33,203-9634010-8344324,2023-01-01T21:38:32+00:00,oviedo-drop-shape-S+M_UK,Oviedo,Coffee table,1,GBP,"139,0","23,2","0,0","0,0",GB,Amazon.co.uk
34,171-2962765-8857901,2023-01-01T22:03:29+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
35,203-8202878-9650722,2023-01-01T23:09:51+00:00,oviedo-80sehpa-UK,Oviedo,Coffee table,1,GBP,"119,0","19,8","0,0","0,0",GB,Amazon.co.uk
36,302-8352971-0655507,2023-01-01T23:52:48+00:00,mammo-sofa+bergere+ottoman-navy,Mammo set,Sofa,1,EUR,"899,0","143,5","0,0","0,0",DE,Amazon.de
37,203-1167597-1626727,2023-01-02T00:04:37+00:00,oviedo-60sehpa-UK,Oviedo,Coffee table,1,GBP,"79,9","13,3","0,0","0,0",GB,Amazon.co.uk
38,305-1061870-2056348,2023-01-02T02:03:38+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
39,302-3733561-1937154,2023-01-02T05:28:19+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
40,403-5248525-6817157,2023-01-02T07:06:31+00:00,oviedo-masa-80-a,Oviedo,Coffee table,1,EUR,"149,0","25,9","0,0","0,0",NL,Amazon.nl
41,303-2801982-0151549,2023-01-02T08:33:20+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"120,9","20,2","10,0","1,7",AT,Amazon.de
42,306-0153165-8726710,2023-01-02T09:41:41+00:00,roa-white-x2,Roa,Chair,1,EUR,"139,0","22,2","0,0","0,0",DE,Amazon.de
43,028-7451982-2535513,2023-01-02T11:14:08+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"119,9","19,1","0,0","0,0",DE,Amazon.de
44,171-0177336-7337149,2023-01-02T12:02:22+00:00,aqua_ayna_seffaf,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
45,302-7872929-6652344,2023-01-02T13:18:25+00:00,Oviedo Minii sari,Oviedo,Coffee table,1,EUR,"99,0","15,8","0,0","0,0",DE,Amazon.de
46,402-9298125-1986755,2023-01-02T13:22:52+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"69,9","12,6","0,0","0,0",IT,Amazon.it
47,303-1648313-0821155,2023-01-02T14:28:52+00:00,ayna_12040_ceviz,Wooden mirrors 120x40,Mirror,1,EUR,"99,0","15,8","0,0","0,0",DE,Amazon.de
48,171-6142053-8431528,2023-01-02T15:30:35+00:00,oviedo-drop-shape-M,Oviedo,Coffee table,1,EUR,"109,9","19,8","0,0","0,0",IT,Amazon.it
49,026-3445623-7305155,2023-01-02T16:05:09+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
50,171-9330335-3049126,2023-01-02T16:39:56+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
51,203-1556893-6086717,2023-01-02T18:41:15+00:00,oviedo-60sehpa-UK,Oviedo,Coffee table,1,GBP,"79,9","13,3","0,0","0,0",GB,Amazon.co.uk
52,306-8427997-1641911,2023-01-02T18:52:27+00:00,luna-pouf-beige,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
53,303-4398472-6874751,2023-01-02T18:57:18+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
54,306-5426607-3967534,2023-01-02T18:55:58+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
55,205-6370656-3153105,2023-01-02T19:14:02+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
56,026-6409180-7626762,2023-01-02T19:20:18+00:00,demandes masa UK,Homeoffice,Desk,1,GBP,"169,9","28,3","0,0","0,0",GB,Amazon.co.uk
57,306-9320593-0925139,2023-01-02T19:31:36+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
58,407-7875895-9496353,2023-01-02T20:14:07+00:00,oviedo-masa-80-a,Oviedo,Coffee table,1,EUR,"149,9","27,0","0,0","0,0",IT,Amazon.it
59,202-0197791-3613174,2023-01-02T20:29:41+00:00,demandes masa UK,Homeoffice,Desk,1,GBP,"169,9","28,3","0,0","0,0",GB,Amazon.co.uk
60,306-4177407-7997929,2023-01-02T20:57:19+00:00,mia-chair-BF-white-x4,Mia,Chair,1,EUR,"389,0","62,1","0,0","0,0",DE,Amazon.de
61,302-7573665-5056346,2023-01-02T21:12:19+00:00,ayna_12040_beyaz,Wooden mirrors 120x40,Mirror,1,EUR,"99,0","15,8","0,0","0,0",DE,Amazon.de
62,407-7705022-2427545,2023-01-02T21:37:02+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
63,302-5431424-0058715,2023-01-02T21:57:17+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
64,028-6873752-1542757,2023-01-02T22:09:50+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
65,406-8734861-9985927,2023-01-02T22:11:44+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
66,028-2589516-4319526,2023-01-02T22:16:38+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
67,305-7167488-3937167,2023-01-02T22:28:47+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
68,028-8815909-7590722,2023-01-02T22:38:31+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
69,028-5244726-9533951,2023-01-03T08:12:05+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
70,305-3534869-2348326,2023-01-03T09:08:15+00:00,Malaga 60*60 Oak,Malaga,Coffee table,1,EUR,"139,2","23,2","15,7","2,6",AT,Amazon.de
71,306-4613904-7011523,2023-01-03T10:12:35+00:00,oviedo-sehpa-combo,Oviedo,Coffee table,1,EUR,"139,0","22,2","0,0","0,0",DE,Amazon.de
72,302-0884806-9514712,2023-01-03T10:44:32+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
73,303-7787233-1059506,2023-01-03T11:07:48+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
74,303-7554450-0977137,2023-01-03T12:23:38+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"100,7","16,8","5,5","0,9",AT,Amazon.de
75,302-7291553-8474756,2023-01-03T12:51:15+00:00,Malaga 60*60 Oak,Malaga,Coffee table,1,EUR,"138,0","22,0","0,0","0,0",DE,Amazon.de
76,304-9387205-2313133,2023-01-03T13:39:32+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
77,302-3262941-8519530,2023-01-03T14:00:18+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
78,403-3077147-5881950,2023-01-03T14:13:47+00:00,Berne 200 profil,Berne tables,Dining table,1,EUR,"553,8","0,0","0,0","0,0",IT,Amazon.it
79,405-2965915-8389919,2023-01-03T14:32:52+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
80,205-8185068-0101913,2023-01-03T14:44:10+00:00,oviedo-80sehpa-UK,Oviedo,Coffee table,1,GBP,"119,0","19,8","7,5","1,3",GB,Amazon.co.uk
81,304-5601713-0761905,2023-01-03T14:52:32+00:00,Berne 120 pingu,Berne tables,Dining table,1,EUR,"349,0","55,7","0,0","0,0",DE,Amazon.de
82,305-6005020-0909916,2023-01-03T15:11:43+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
83,403-1572402-1266714,2023-01-03T15:33:25+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
84,306-3109865-7430705,2023-01-03T15:38:53+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
85,402-6472670-3665964,2023-01-03T15:32:06+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
86,303-9158694-5305143,2023-01-03T16:47:56+00:00,holzbeinstuhle_x4,Industrial chairs,Chair,1,EUR,"169,9","27,1","0,0","0,0",DE,Amazon.de
87,303-2904814-7421147,2023-01-03T17:43:16+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
88,028-1513663-5733923,2023-01-03T17:50:02+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"90,7","15,1","11,2","1,9",AT,Amazon.de
89,304-4460928-6045958,2023-01-03T18:24:59+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
90,306-6804745-3045908,2023-01-03T18:41:59+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
91,304-5854908-2247537,2023-01-03T19:05:47+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
92,305-0765524-7179536,2023-01-03T20:07:55+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"90,7","15,1","11,2","1,9",AT,Amazon.de
93,204-1954801-9231568,2023-01-03T20:26:00+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
94,407-8492098-1990727,2023-01-03T20:34:04+00:00,luna-pouf-red,Luna,Pouf,1,EUR,"69,9","12,6","0,0","0,0",IT,Amazon.it
95,302-4424149-2828351,2023-01-03T20:57:05+00:00,Scots Pine 140 Profil,Scots Pine tables,Dining table,1,EUR,"399,0","63,7","0,0","0,0",DE,Amazon.de
96,303-7977582-3683543,2023-01-03T21:00:20+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
97,206-8550213-1960355,2023-01-03T21:43:49+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
98,206-8550213-1960355,2023-01-03T21:43:49+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
99,304-6470642-9913158,2023-01-03T21:38:48+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
100,303-0684231-1831510,2023-01-03T22:55:00+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
101,203-0941487-8737922,2023-01-03T23:10:28+00:00,oviedo-80sehpa-UK,Oviedo,Coffee table,1,GBP,"119,0","19,8","0,0","0,0",GB,Amazon.co.uk
102,203-0941487-8737922,2023-01-03T23:10:28+00:00,oviedo-40sehpa-UK,Oviedo,Coffee table,1,GBP,"49,9","8,3","0,0","0,0",GB,Amazon.co.uk
103,304-2863386-2074767,2023-01-04T00:34:19+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
104,203-4165465-6746759,2023-01-04T03:01:47+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
105,303-6397314-3573928,2023-01-02T21:57:29+00:00,Bejar-Abgerundeter-Profil-140,Bejar tables,Dining table,1,EUR,"349,0","55,7","0,0","0,0",DE,Amazon.de
106,403-0863441-3433934,2023-01-04T07:10:52+00:00,oviedo-sehpa-combo,Oviedo,Coffee table,1,EUR,"159,0","28,7","0,0","0,0",IT,Amazon.it
107,402-3618722-3192348,2023-01-04T09:14:00+00:00,oviedo-sehpa-80-a,Oviedo,Coffee table,1,EUR,"149,9","26,0","0,0","0,0",ES,Amazon.es
108,028-6790114-0828338,2023-01-04T09:54:40+00:00,oviedo-drop-shape-S,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
109,306-9368100-2862746,2023-01-04T10:12:49+00:00,Oviedo Minii sari,Oviedo,Coffee table,1,EUR,"99,0","15,8","0,0","0,0",DE,Amazon.de
110,303-8111585-1916367,2023-01-04T10:22:05+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
111,406-8735385-6456305,2023-01-04T10:24:52+00:00,gold-irregular-mirror,Premium mirrors,Mirror,1,EUR,"189,0","34,1","0,0","0,0",IT,Amazon.it
112,028-5875260-3640359,2023-01-03T15:48:31+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
113,408-7872158-7721156,2023-01-04T11:27:55+00:00,Berne 120 pingu,Berne tables,Dining table,1,EUR,"399,0","72,0","0,0","0,0",IT,Amazon.it
114,303-7887468-0796337,2023-01-04T11:31:16+00:00,mia-chair-BF-white-x6,Mia,Chair,1,EUR,"569,0","90,9","0,0","0,0",DE,Amazon.de
115,406-7533218-7845135,2023-01-04T11:33:27+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"119,0","20,7","0,0","0,0",ES,Amazon.es
116,171-4734095-4869945,2023-01-04T11:44:39+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
117,204-6816617-1933969,2023-01-04T12:00:17+00:00,ayna_12040_beyaz_UK,Wooden mirrors 120x40,Mirror,1,GBP,"99,9","16,7","0,0","0,0",GB,Amazon.co.uk
118,306-2634659-8795519,2023-01-04T12:13:10+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
119,302-4093073-7553904,2023-01-04T12:20:03+00:00,QE-NUXL-GXHW,Homeoffice,Desk,1,EUR,"249,0","39,8","0,0","0,0",DE,Amazon.de
120,302-4354177-6019523,2023-01-04T12:25:10+00:00,oviedo-sehpa-combo,Oviedo,Coffee table,1,EUR,"139,0","22,2","0,0","0,0",DE,Amazon.de
121,028-9398745-1037944,2023-01-04T14:01:37+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
122,302-9735864-6420349,2023-01-04T14:00:20+00:00,oviedo-sehpa-combo,Oviedo,Coffee table,1,EUR,"139,0","22,2","0,0","0,0",DE,Amazon.de
123,305-4881913-6822769,2023-01-04T14:02:22+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"119,9","19,1","0,0","0,0",DE,Amazon.de
124,305-4966941-6960338,2023-01-04T14:30:03+00:00,Bejar-Abgerundeter-Profil-140,Bejar tables,Dining table,1,EUR,"349,0","55,7","0,0","0,0",DE,Amazon.de
125,171-8161004-2921960,2023-01-04T10:06:36+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
126,305-4774572-6724362,2023-01-04T15:20:01+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
127,306-2628664-1897131,2023-01-04T15:28:50+00:00,Berne 140 profil,Berne tables,Dining table,1,EUR,"449,0","71,7","0,0","0,0",DE,Amazon.de
128,204-0741337-6193121,2023-01-04T16:02:35+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
129,303-3983996-1808342,2023-01-04T16:13:29+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
130,303-7475048-2741120,2023-01-04T16:25:16+00:00,Berne 180 profil,Berne tables,Dining table,1,EUR,"549,0","87,7","0,0","0,0",DE,Amazon.de
131,205-0486200-0404342,2023-01-04T16:30:26+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
132,405-3363777-8409164,2023-01-04T17:09:00+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
133,302-9671692-4109926,2023-01-04T17:09:32+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
134,405-8761589-3843542,2023-01-04T17:23:53+00:00,Berne 180 profil,Berne tables,Dining table,1,EUR,"599,0","108,0","0,0","0,0",IT,Amazon.it
135,305-3813783-3425920,2023-01-04T17:38:41+00:00,Scots Pine 140 Profil,Scots Pine tables,Dining table,1,EUR,"399,0","63,7","0,0","0,0",DE,Amazon.de
136,304-0540065-4357955,2023-01-04T19:13:00+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
137,305-0073960-9985138,2023-01-04T19:14:06+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
138,303-5935469-6476325,2023-01-04T19:15:26+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
139,302-8506687-3105919,2023-01-04T19:21:43+00:00,ayna_gusto,Asymmetric mirrors,Mirror,2,EUR,"179,8","28,7","0,0","0,0",DE,Amazon.de
140,306-4754425-6909125,2023-01-04T20:16:04+00:00,huescaset-mini+cift,Huesca,Coffee table,1,EUR,"229,0","36,6","0,0","0,0",DE,Amazon.de
141,305-1044103-9948356,2023-01-04T20:32:02+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
142,402-5080784-6384329,2023-01-04T21:01:55+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
143,028-7390235-2811504,2023-01-04T21:15:24+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
144,303-7499631-8494713,2023-01-04T22:47:15+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
145,304-8642447-5664303,2023-01-04T22:43:39+00:00,huesca-cift-kat,Huesca,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
146,303-6028037-3704337,2023-01-05T00:47:19+00:00,Berne 200 profil,Berne tables,Dining table,1,EUR,"589,0","94,0","0,0","0,0",DE,Amazon.de
147,408-6313910-3825944,2023-01-05T03:01:15+00:00,ayna_gusto,Asymmetric mirrors,Mirror,2,EUR,"198,0","33,0","0,0","0,0",FR,Amazon.fr
148,028-2213768-7605963,2023-01-05T05:51:28+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
149,404-3400525-9805109,2023-01-05T08:05:16+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
150,304-0431110-2474710,2023-01-05T08:31:27+00:00,mammo-bergere+ottoman-cream,Mammo bergere,Sofa,1,EUR,"399,0","63,7","0,0","0,0",DE,Amazon.de
151,303-6310709-8303558,2023-01-05T10:35:44+00:00,Berne sehpa 95x65,Baumkante coffee tables,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
152,306-0910557-9510722,2023-01-05T11:14:39+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
153,404-3449774-7341905,2023-01-05T11:48:12+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
154,302-9003232-6559563,2023-01-05T13:04:13+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
155,305-5722638-2440354,2023-01-05T15:02:15+00:00,Oviedo Minii sari,Oviedo,Coffee table,1,EUR,"99,0","15,8","0,0","0,0",DE,Amazon.de
156,305-2463576-7440319,2023-01-05T15:37:18+00:00,huesca-cift-kat,Huesca,Coffee table,1,EUR,"200,7","33,5","5,5","0,9",AT,Amazon.de
157,402-0861942-0781147,2023-01-05T15:49:16+00:00,oviedo-combo-60-80,Oviedo,Coffee table,1,EUR,"229,0","41,3","0,0","0,0",IT,Amazon.it
158,205-5375717-8797101,2023-01-05T16:34:05+00:00,oviedo-40sehpa-UK,Oviedo,Coffee table,1,GBP,"49,9","8,3","0,0","0,0",GB,Amazon.co.uk
159,171-0680508-2932306,2023-01-05T17:18:50+00:00,Berne 200 profil,Berne tables,Dining table,1,EUR,"659,0","109,8","0,0","0,0",FR,Amazon.fr
